% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
150376 +3.310722254e+00 +3.310722254e+00 +6.244072225e+01 +6.244072225e+01 -2.4155e+00 +2.3312e+00 -1.9294e+00 +6.3855e-01 -3.5757e+00 +1.5777e+00 -2.5026e+00 +3.8409e+00 -2.5700e+00 +2.8050e+00 +2.3284e+00 +2.0853e+00 -7.6067e-01 -2.3456e+00 +1.0358e+00 -3.9744e+00 -9.9919e-01 +2.9068e+00 +1.5514e-01 +3.1831e+00
150933 +3.235852530e+00 +3.235852530e+00 +6.236585253e+01 +6.236585253e+01 -2.4002e+00 +2.3293e+00 -1.9057e+00 +6.0821e-01 -3.5761e+00 +1.5565e+00 -2.5124e+00 +3.8541e+00 -2.5520e+00 +2.8009e+00 +2.3284e+00 +2.1047e+00 -7.4809e-01 -2.3273e+00 +1.0540e+00 -3.9816e+00 -9.8439e-01 +2.9284e+00 +1.3832e-01 +3.1821e+00
151430 +3.162117375e+00 +3.162117375e+00 +6.229211738e+01 +6.229211738e+01 -2.3822e+00 +2.3264e+00 -1.8766e+00 +5.7183e-01 -3.5765e+00 +1.5329e+00 -2.5251e+00 +3.8695e+00 -2.5311e+00 +2.7956e+00 +2.3273e+00 +2.1280e+00 -7.3287e-01 -2.3048e+00 +1.0733e+00 -3.9885e+00 -9.6428e-01 +2.9550e+00 +1.1908e-01 +3.1798e+00
151890 +3.090275507e+00 +3.090275507e+00 +6.222027551e+01 +6.222027551e+01 -2.3727e+00 +2.3258e+00 -1.8612e+00 +5.5281e-01 -3.5771e+00 +1.5213e+00 -2.5318e+00 +3.8770e+00 -2.5202e+00 +2.7922e+00 +2.3260e+00 +2.1401e+00 -7.2428e-01 -2.2930e+00 +1.0834e+00 -3.9899e+00 -9.5203e-01 +2.9699e+00 +1.1019e-01 +3.1769e+00
152065 +3.019917242e+00 +3.019917242e+00 +6.214991724e+01 +6.214991724e+01 -2.3539e+00 +2.3243e+00 -1.8297e+00 +5.1464e-01 -3.5779e+00 +1.4973e+00 -2.5446e+00 +3.8927e+00 -2.4982e+00 +2.7858e+00 +2.3232e+00 +2.1643e+00 -7.0769e-01 -2.2692e+00 +1.1015e+00 -3.9947e+00 -9.2889e-01 +3.0000e+00 +9.2182e-02 +3.1716e+00
152404 +2.947910825e+00 +2.947910825e+00 +6.207791083e+01 +6.207791083e+01 -2.3336e+00 +2.3222e+00 -1.7958e+00 +4.7297e-01 -3.5784e+00 +1.4711e+00 -2.5589e+00 +3.9095e+00 -2.4748e+00 +2.7801e+00 +2.3195e+00 +2.1903e+00 -6.8863e-01 -2.2434e+00 +1.1184e+00 -3.9984e+00 -9.0399e-01 +3.0324e+00 +7.2911e-02 +3.1646e+00
152792 +2.883349561e+00 +2.883349561e+00 +6.201334956e+01 +6.201334956e+01 -2.3136e+00 +2.3209e+00 -1.7628e+00 +4.3184e-01 -3.5794e+00 +1.4477e+00 -2.5730e+00 +3.9265e+00 -2.4531e+00 +2.7752e+00 +2.3159e+00 +2.2162e+00 -6.6986e-01 -2.2178e+00 +1.1356e+00 -4.0004e+00 -8.7762e-01 +3.0638e+00 +5.3089e-02 +3.1565e+00
152937 +2.812154692e+00 +2.812154692e+00 +6.194215469e+01 +6.194215469e+01 -2.2666e+00 +2.3165e+00 -1.6848e+00 +3.3568e-01 -3.5819e+00 +1.3891e+00 -2.6061e+00 +3.9662e+00 -2.4012e+00 +2.7622e+00 +2.3078e+00 +2.2769e+00 -6.2636e-01 -2.1578e+00 +1.1755e+00 -4.0035e+00 -8.1760e-01 +3.1375e+00 +7.7876e-03 +3.1386e+00
153394 +2.753374754e+00 +2.753374754e+00 +6.188337475e+01 +6.188337475e+01 -2.2506e+00 +2.3148e+00 -1.6577e+00 +3.0262e-01 -3.5822e+00 +1.3687e+00 -2.6177e+00 +3.9796e+00 -2.3837e+00 +2.7573e+00 +2.3049e+00 +2.2978e+00 -6.1109e-01 -2.1373e+00 +1.1896e+00 -4.0042e+00 -7.9631e-01 +3.1639e+00 -7.8618e-03 +3.1326e+00
153664 +2.690513927e+00 +2.690513927e+00 +6.182051393e+01 +6.182051393e+01 -2.2403e+00 +2.3144e+00 -1.6399e+00 +2.8082e-01 -3.5827e+00 +1.3555e+00 -2.6251e+00 +3.9876e+00 -2.3721e+00 +2.7541e+00 +2.3025e+00 +2.3115e+00 -6.0124e-01 -2.1242e+00 +1.1977e+00 -4.0048e+00 -7.8246e-01 +3.1832e+00 -1.7997e-02 +3.1287e+00
154173 +2.630209397e+00 +2.630209397e+00 +6.176020940e+01 +6.176020940e+01 -2.2333e+00 +2.3142e+00 -1.6277e+00 +2.6578e-01 -3.5832e+00 +1.3464e+00 -2.6304e+00 +3.9926e+00 -2.3639e+00 +2.7513e+00 +2.3001e+00 +2.3211e+00 -5.9347e-01 -2.1151e+00 +1.2024e+00 -4.0047e+00 -7.7218e-01 +3.1979e+00 -2.4151e-02 +3.1259e+00
154295 +2.562589534e+00 +2.562589534e+00 +6.169258953e+01 +6.169258953e+01 -2.2250e+00 +2.3137e+00 -1.6135e+00 +2.4664e-01 -3.5839e+00 +1.3353e+00 -2.6358e+00 +3.9978e+00 -2.3545e+00 +2.7481e+00 +2.2963e+00 +2.3328e+00 -5.8208e-01 -2.1039e+00 +1.2083e+00 -4.0032e+00 -7.5818e-01 +3.2193e+00 -3.1811e-02 +3.1225e+00
154661 +2.511411265e+00 +2.511411265e+00 +6.164141126e+01 +6.164141126e+01 -2.2171e+00 +2.3133e+00 -1.5986e+00 +2.2824e-01 -3.5845e+00 +1.3247e+00 -2.6414e+00 +4.0042e+00 -2.3454e+00 +2.7453e+00 +2.2927e+00 +2.3441e+00 -5.7131e-01 -2.0934e+00 +1.2124e+00 -4.0004e+00 -7.4447e-01 +3.2405e+00 -3.8989e-02 +3.1186e+00
155099 +2.453616387e+00 +2.453616387e+00 +6.158361639e+01 +6.158361639e+01 -2.2141e+00 +2.3127e+00 -1.5918e+00 +2.2044e-01 -3.5863e+00 +1.3219e+00 -2.6436e+00 +4.0090e+00 -2.3410e+00 +2.7441e+00 +2.2897e+00 +2.3498e+00 -5.6681e-01 -2.0887e+00 +1.2132e+00 -3.9990e+00 -7.3766e-01 +3.2500e+00 -4.0306e-02 +3.1176e+00
155530 +2.398464093e+00 +2.398464093e+00 +6.152846409e+01 +6.152846409e+01 -2.2051e+00 +2.3117e+00 -1.5741e+00 +1.9774e-01 -3.5893e+00 +1.3104e+00 -2.6505e+00 +4.0189e+00 -2.3283e+00 +2.7393e+00 +2.2828e+00 +2.3647e+00 -5.5338e-01 -2.0751e+00 +1.2193e+00 -3.9974e+00 -7.1971e-01 +3.2757e+00 -4.5444e-02 +3.1127e+00
156617 +2.344072546e+00 +2.344072546e+00 +6.147407255e+01 +6.147407255e+01 -2.1961e+00 +2.3097e+00 -1.5549e+00 +1.7325e-01 -3.5940e+00 +1.2967e+00 -2.6601e+00 +4.0278e+00 -2.3141e+00 +2.7325e+00 +2.2753e+00 +2.3812e+00 -5.3815e-01 -2.0608e+00 +1.2294e+00 -3.9960e+00 -6.9942e-01 +3.3049e+00 -4.8737e-02 +3.1098e+00
157557 +2.290627487e+00 +2.290627487e+00 +6.142062749e+01 +6.142062749e+01 -2.1891e+00 +2.3044e+00 -1.5385e+00 +1.5004e-01 -3.5988e+00 +1.2840e+00 -2.6702e+00 +4.0373e+00 -2.3013e+00 +2.7258e+00 +2.2689e+00 +2.3962e+00 -5.2307e-01 -2.0483e+00 +1.2431e+00 -3.9958e+00 -6.8114e-01 +3.3310e+00 -5.1844e-02 +3.1105e+00
158146 +2.238274215e+00 +2.238274215e+00 +6.136827422e+01 +6.136827422e+01 -2.1819e+00 +2.2979e+00 -1.5230e+00 +1.2621e-01 -3.6049e+00 +1.2707e+00 -2.6807e+00 +4.0452e+00 -2.2880e+00 +2.7172e+00 +2.2624e+00 +2.4118e+00 -5.0733e-01 -2.0352e+00 +1.2589e+00 -3.9985e+00 -6.6191e-01 +3.3590e+00 -5.5481e-02 +3.1158e+00
158955 +2.186790172e+00 +2.186790172e+00 +6.131679017e+01 +6.131679017e+01 -2.1764e+00 +2.2913e+00 -1.5123e+00 +1.0783e-01 -3.6100e+00 +1.2606e+00 -2.6917e+00 +4.0504e+00 -2.2777e+00 +2.7101e+00 +2.2572e+00 +2.4236e+00 -4.9413e-01 -2.0259e+00 +1.2727e+00 -4.0043e+00 -6.4769e-01 +3.3778e+00 -5.8226e-02 +3.1211e+00
160746 +2.137666472e+00 +2.137666472e+00 +6.126766647e+01 +6.126766647e+01 -2.1754e+00 +2.2879e+00 -1.5102e+00 +1.0096e-01 -3.6117e+00 +1.2567e+00 -2.6987e+00 +4.0506e+00 -2.2761e+00 +2.7085e+00 +2.2552e+00 +2.4270e+00 -4.9050e-01 -2.0233e+00 +1.2811e+00 -4.0109e+00 -6.4506e-01 +3.3796e+00 -5.9047e-02 +3.1237e+00
162077 +2.088835177e+00 +2.088835177e+00 +6.121883518e+01 +6.121883518e+01 -2.1759e+00 +2.2841e+00 -1.5108e+00 +9.6821e-02 -3.6123e+00 +1.2538e+00 -2.7064e+00 +4.0494e+00 -2.2787e+00 +2.7093e+00 +2.2542e+00 +2.4274e+00 -4.9077e-01 -2.0227e+00 +1.2882e+00 -4.0183e+00 -6.4688e-01 +3.3735e+00 -6.0464e-02 +3.1253e+00
163823 +2.041552147e+00 +2.041552147e+00 +6.117155215e+01 +6.117155215e+01 -2.1780e+00 +2.2811e+00 -1.5109e+00 +9.4662e-02 -3.6171e+00 +1.2497e+00 -2.7119e+00 +4.0453e+00 -2.2828e+00 +2.7115e+00 +2.2532e+00 +2.4278e+00 -4.8802e-01 -2.0224e+00 +1.2918e+00 -4.0129e+00 -6.4579e-01 +3.3725e+00 -5.5492e-02 +3.1272e+00
164403 +1.995219261e+00 +1.995219261e+00 +6.112521926e+01 +6.112521926e+01 -2.1813e+00 +2.2768e+00 -1.5141e+00 +9.2061e-02 -3.6302e+00 +1.2481e+00 -2.7219e+00 +4.0365e+00 -2.2885e+00 +2.7163e+00 +2.2512e+00 +2.4284e+00 -4.8233e-01 -2.0216e+00 +1.2952e+00 -4.0042e+00 -6.4302e-01 +3.3710e+00 -4.7960e-02 +3.1314e+00
164864 +1.948798168e+00 +1.948798168e+00 +6.107879817e+01 +6.107879817e+01 -2.1827e+00 +2.2755e+00 -1.5160e+00 +9.1185e-02 -3.6362e+00 +1.2492e+00 -2.7256e+00 +4.0338e+00 -2.2904e+00 +2.7185e+00 +2.2504e+00 +2.4287e+00 -4.7970e-01 -2.0212e+00 +1.2983e+00 -4.0009e+00 -6.4136e-01 +3.3698e+00 -4.4433e-02 +3.1324e+00
165278 +1.901822901e+00 +1.901822901e+00 +6.103182290e+01 +6.103182290e+01 -2.1852e+00 +2.2735e+00 -1.5193e+00 +9.0104e-02 -3.6461e+00 +1.2523e+00 -2.7316e+00 +4.0298e+00 -2.2936e+00 +2.7215e+00 +2.2489e+00 +2.4291e+00 -4.7632e-01 -2.0206e+00 +1.3033e+00 -3.9953e+00 -6.3792e-01 +3.3681e+00 -3.9088e-02 +3.1341e+00
165652 +1.862036302e+00 +1.862036302e+00 +6.099203630e+01 +6.099203630e+01 -2.1879e+00 +2.2715e+00 -1.5221e+00 +8.9072e-02 -3.6560e+00 +1.2570e+00 -2.7377e+00 +4.0259e+00 -2.2969e+00 +2.7240e+00 +2.2475e+00 +2.4295e+00 -4.7375e-01 -2.0198e+00 +1.3064e+00 -3.9884e+00 -6.3391e-01 +3.3667e+00 -3.3871e-02 +3.1355e+00
166326 +1.818751575e+00 +1.818751575e+00 +6.094875157e+01 +6.094875157e+01 -2.1904e+00 +2.2705e+00 -1.5243e+00 +8.8286e-02 -3.6653e+00 +1.2613e+00 -2.7425e+00 +4.0239e+00 -2.2994e+00 +2.7254e+00 +2.2462e+00 +2.4299e+00 -4.7346e-01 -2.0191e+00 +1.3127e+00 -3.9841e+00 -6.3027e-01 +3.3658e+00 -2.9165e-02 +3.1371e+00
167068 +1.778229230e+00 +1.778229230e+00 +6.090822923e+01 +6.090822923e+01 -2.1923e+00 +2.2694e+00 -1.5257e+00 +8.7295e-02 -3.6736e+00 +1.2614e+00 -2.7462e+00 +4.0225e+00 -2.3018e+00 +2.7257e+00 +2.2449e+00 +2.4302e+00 -4.7452e-01 -2.0187e+00 +1.3182e+00 -3.9787e+00 -6.2840e-01 +3.3644e+00 -2.5061e-02 +3.1387e+00
167870 +1.737059619e+00 +1.737059619e+00 +6.086705962e+01 +6.086705962e+01 -2.1950e+00 +2.2671e+00 -1.5283e+00 +8.6036e-02 -3.6879e+00 +1.2576e+00 -2.7527e+00 +4.0192e+00 -2.3061e+00 +2.7258e+00 +2.2423e+00 +2.4306e+00 -4.7639e-01 -2.0177e+00 +1.3282e+00 -3.9696e+00 -6.2573e-01 +3.3606e+00 -1.7298e-02 +3.1413e+00
168644 +1.698168647e+00 +1.698168647e+00 +6.082816865e+01 +6.082816865e+01 -2.1975e+00 +2.2643e+00 -1.5317e+00 +8.4636e-02 -3.7072e+00 +1.2518e+00 -2.7615e+00 +4.0147e+00 -2.3112e+00 +2.7256e+00 +2.2385e+00 +2.4311e+00 -4.7919e-01 -2.0163e+00 +1.3391e+00 -3.9584e+00 -6.2298e-01 +3.3534e+00 -7.1142e-03 +3.1447e+00
169295 +1.659571220e+00 +1.659571220e+00 +6.078957122e+01 +6.078957122e+01 -2.2006e+00 +2.2611e+00 -1.5359e+00 +8.3759e-02 -3.7315e+00 +1.2465e+00 -2.7725e+00 +4.0098e+00 -2.3174e+00 +2.7261e+00 +2.2334e+00 +2.4316e+00 -4.8281e-01 -2.0145e+00 +1.3513e+00 -3.9450e+00 -6.1896e-01 +3.3438e+00 +5.8260e-03 +3.1475e+00
169916 +1.621509617e+00 +1.621509617e+00 +6.075150962e+01 +6.075150962e+01 -2.2018e+00 +2.2596e+00 -1.5389e+00 +8.3491e-02 -3.7431e+00 +1.2436e+00 -2.7783e+00 +4.0071e+00 -2.3208e+00 +2.7265e+00 +2.2301e+00 +2.4319e+00 -4.8358e-01 -2.0136e+00 +1.3556e+00 -3.9376e+00 -6.1694e-01 +3.3376e+00 +1.2080e-02 +3.1470e+00
170213 +1.584886671e+00 +1.584886671e+00 +6.071488667e+01 +6.071488667e+01 -2.2036e+00 +2.2570e+00 -1.5438e+00 +8.2927e-02 -3.7629e+00 +1.2371e+00 -2.7887e+00 +4.0021e+00 -2.3270e+00 +2.7279e+00 +2.2240e+00 +2.4324e+00 -4.8447e-01 -2.0120e+00 +1.3619e+00 -3.9243e+00 -6.1358e-01 +3.3268e+00 +2.3504e-02 +3.1449e+00
170622 +1.548491256e+00 +1.548491256e+00 +6.067849126e+01 +6.067849126e+01 -2.2047e+00 +2.2553e+00 -1.5464e+00 +8.2603e-02 -3.7745e+00 +1.2327e+00 -2.7947e+00 +3.9990e+00 -2.3311e+00 +2.7289e+00 +2.2204e+00 +2.4327e+00 -4.8488e-01 -2.0111e+00 +1.3646e+00 -3.9157e+00 -6.1161e-01 +3.3210e+00 +2.9859e-02 +3.1442e+00
170850 +1.512911794e+00 +1.512911794e+00 +6.064291179e+01 +6.064291179e+01 -2.2052e+00 +2.2543e+00 -1.5473e+00 +8.2516e-02 -3.7802e+00 +1.2301e+00 -2.7982e+00 +3.9966e+00 -2.3336e+00 +2.7293e+00 +2.2182e+00 +2.4329e+00 -4.8496e-01 -2.0104e+00 +1.3639e+00 -3.9109e+00 -6.1059e-01 +3.3185e+00 +3.3447e-02 +3.1439e+00
171168 +1.477260833e+00 +1.477260833e+00 +6.060726083e+01 +6.060726083e+01 -2.2061e+00 +2.2525e+00 -1.5484e+00 +8.2176e-02 -3.7886e+00 +1.2263e+00 -2.8036e+00 +3.9924e+00 -2.3382e+00 +2.7305e+00 +2.2148e+00 +2.4331e+00 -4.8520e-01 -2.0094e+00 +1.3632e+00 -3.9033e+00 -6.0870e-01 +3.3138e+00 +3.9430e-02 +3.1435e+00
171432 +1.442659492e+00 +1.442659492e+00 +6.057265949e+01 +6.057265949e+01 -2.2064e+00 +2.2517e+00 -1.5485e+00 +8.1668e-02 -3.7908e+00 +1.2239e+00 -2.8056e+00 +3.9907e+00 -2.3409e+00 +2.7306e+00 +2.2136e+00 +2.4331e+00 -4.8531e-01 -2.0090e+00 +1.3634e+00 -3.9000e+00 -6.0773e-01 +3.3117e+00 +4.1275e-02 +3.1436e+00
171989 +1.412090201e+00 +1.412090201e+00 +6.054209020e+01 +6.054209020e+01 -2.2067e+00 +2.2510e+00 -1.5482e+00 +8.1399e-02 -3.7917e+00 +1.2208e+00 -2.8085e+00 +3.9878e+00 -2.3441e+00 +2.7310e+00 +2.2119e+00 +2.4333e+00 -4.8489e-01 -2.0084e+00 +1.3615e+00 -3.8961e+00 -6.0674e-01 +3.3092e+00 +4.3810e-02 +3.1420e+00
172369 +1.378708090e+00 +1.378708090e+00 +6.050870809e+01 +6.050870809e+01 -2.2067e+00 +2.2500e+00 -1.5474e+00 +8.0516e-02 -3.7925e+00 +1.2179e+00 -2.8117e+00 +3.9856e+00 -2.3479e+00 +2.7312e+00 +2.2095e+00 +2.4334e+00 -4.8489e-01 -2.0076e+00 +1.3583e+00 -3.8913e+00 -6.0526e-01 +3.3062e+00 +4.5852e-02 +3.1394e+00
172862 +1.347915278e+00 +1.347915278e+00 +6.047791528e+01 +6.047791528e+01 -2.2063e+00 +2.2501e+00 -1.5471e+00 +8.0746e-02 -3.7906e+00 +1.2198e+00 -2.8114e+00 +3.9864e+00 -2.3479e+00 +2.7313e+00 +2.2095e+00 +2.4334e+00 -4.8469e-01 -2.0075e+00 +1.3561e+00 -3.8924e+00 -6.0492e-01 +3.3061e+00 +4.4453e-02 +3.1390e+00
173064 +1.313904710e+00 +1.313904710e+00 +6.044390471e+01 +6.044390471e+01 -2.2061e+00 +2.2498e+00 -1.5474e+00 +8.1075e-02 -3.7897e+00 +1.2203e+00 -2.8110e+00 +3.9863e+00 -2.3492e+00 +2.7314e+00 +2.2087e+00 +2.4335e+00 -4.8553e-01 -2.0073e+00 +1.3531e+00 -3.8920e+00 -6.0482e-01 +3.3051e+00 +4.3168e-02 +3.1384e+00
173213 +1.287192292e+00 +1.287192292e+00 +6.041719229e+01 +6.041719229e+01 -2.2058e+00 +2.2496e+00 -1.5474e+00 +8.1443e-02 -3.7867e+00 +1.2222e+00 -2.8118e+00 +3.9862e+00 -2.3517e+00 +2.7319e+00 +2.2076e+00 +2.4336e+00 -4.8554e-01 -2.0067e+00 +1.3489e+00 -3.8913e+00 -6.0361e-01 +3.3029e+00 +4.1622e-02 +3.1362e+00
173756 +1.258361956e+00 +1.258361956e+00 +6.038836196e+01 +6.038836196e+01 -2.2053e+00 +2.2498e+00 -1.5465e+00 +8.1476e-02 -3.7841e+00 +1.2230e+00 -2.8123e+00 +3.9865e+00 -2.3551e+00 +2.7311e+00 +2.2062e+00 +2.4336e+00 -4.8752e-01 -2.0064e+00 +1.3447e+00 -3.8899e+00 -6.0229e-01 +3.3004e+00 +4.0091e-02 +3.1343e+00
174073 +1.229717937e+00 +1.229717937e+00 +6.035971794e+01 +6.035971794e+01 -2.2043e+00 +2.2500e+00 -1.5452e+00 +8.1747e-02 -3.7771e+00 +1.2246e+00 -2.8137e+00 +3.9855e+00 -2.3615e+00 +2.7290e+00 +2.2031e+00 +2.4338e+00 -4.9099e-01 -2.0055e+00 +1.3362e+00 -3.8884e+00 -6.0002e-01 +3.2963e+00 +3.6390e-02 +3.1308e+00
174487 +1.201344189e+00 +1.201344189e+00 +6.033134419e+01 +6.033134419e+01 -2.2023e+00 +2.2513e+00 -1.5427e+00 +8.2345e-02 -3.7665e+00 +1.2266e+00 -2.8161e+00 +3.9840e+00 -2.3725e+00 +2.7240e+00 +2.1977e+00 +2.4341e+00 -4.9985e-01 -2.0039e+00 +1.3230e+00 -3.8862e+00 -5.9546e-01 +3.2891e+00 +2.9367e-02 +3.1243e+00
175116 +1.174041023e+00 +1.174041023e+00 +6.030404102e+01 +6.030404102e+01 -2.2017e+00 +2.2518e+00 -1.5419e+00 +8.2356e-02 -3.7648e+00 +1.2279e+00 -2.8166e+00 +3.9838e+00 -2.3750e+00 +2.7224e+00 +2.1967e+00 +2.4342e+00 -5.0287e-01 -2.0035e+00 +1.3211e+00 -3.8860e+00 -5.9408e-01 +3.2870e+00 +2.7502e-02 +3.1236e+00
175742 +1.147594263e+00 +1.147594263e+00 +6.027759426e+01 +6.027759426e+01 -2.2016e+00 +2.2525e+00 -1.5417e+00 +8.2444e-02 -3.7638e+00 +1.2298e+00 -2.8169e+00 +3.9843e+00 -2.3764e+00 +2.7217e+00 +2.1962e+00 +2.4342e+00 -5.0497e-01 -2.0032e+00 +1.3213e+00 -3.8864e+00 -5.9322e-01 +3.2855e+00 +2.6202e-02 +3.1230e+00
176114 +1.121924871e+00 +1.121924871e+00 +6.025192487e+01 +6.025192487e+01 -2.2015e+00 +2.2537e+00 -1.5416e+00 +8.2270e-02 -3.7636e+00 +1.2339e+00 -2.8173e+00 +3.9856e+00 -2.3779e+00 +2.7214e+00 +2.1962e+00 +2.4343e+00 -5.0737e-01 -2.0030e+00 +1.3222e+00 -3.8870e+00 -5.9195e-01 +3.2833e+00 +2.5027e-02 +3.1218e+00
176715 +1.096453037e+00 +1.096453037e+00 +6.022645304e+01 +6.022645304e+01 -2.2021e+00 +2.2542e+00 -1.5419e+00 +8.2134e-02 -3.7645e+00 +1.2368e+00 -2.8177e+00 +3.9871e+00 -2.3791e+00 +2.7215e+00 +2.1960e+00 +2.4344e+00 -5.1023e-01 -2.0027e+00 +1.3240e+00 -3.8864e+00 -5.9150e-01 +3.2817e+00 +2.3904e-02 +3.1209e+00
178512 +1.071000483e+00 +1.071000483e+00 +6.020100048e+01 +6.020100048e+01 -2.2025e+00 +2.2562e+00 -1.5426e+00 +8.1259e-02 -3.7696e+00 +1.2404e+00 -2.8184e+00 +3.9888e+00 -2.3786e+00 +2.7258e+00 +2.1985e+00 +2.4345e+00 -5.1172e-01 -2.0025e+00 +1.3298e+00 -3.8848e+00 -5.9284e-01 +3.2790e+00 +2.3434e-02 +3.1198e+00
179039 +1.046422280e+00 +1.046422280e+00 +6.017642228e+01 +6.017642228e+01 -2.2027e+00 +2.2588e+00 -1.5426e+00 +7.9680e-02 -3.7742e+00 +1.2417e+00 -2.8195e+00 +3.9888e+00 -2.3769e+00 +2.7320e+00 +2.2015e+00 +2.4346e+00 -5.1024e-01 -2.0024e+00 +1.3337e+00 -3.8836e+00 -5.9520e-01 +3.2782e+00 +2.3663e-02 +3.1169e+00
181768 +1.023278255e+00 +1.023278255e+00 +6.015327825e+01 +6.015327825e+01 -2.2020e+00 +2.2639e+00 -1.5429e+00 +7.5725e-02 -3.7851e+00 +1.2367e+00 -2.8219e+00 +3.9897e+00 -2.3752e+00 +2.7427e+00 +2.2048e+00 +2.4346e+00 -5.1207e-01 -2.0021e+00 +1.3443e+00 -3.8836e+00 -6.0307e-01 +3.2733e+00 +2.3784e-02 +3.1118e+00
183998 +9.999527482e-01 +9.999527482e-01 +6.012995275e+01 +6.012995275e+01 -2.2003e+00 +2.2684e+00 -1.5462e+00 +7.0078e-02 -3.7998e+00 +1.2266e+00 -2.8266e+00 +3.9932e+00 -2.3751e+00 +2.7467e+00 +2.1974e+00 +2.4345e+00 -5.1836e-01 -2.0020e+00 +1.3535e+00 -3.8902e+00 -6.0936e-01 +3.2701e+00 +2.3232e-02 +3.1044e+00
186551 +9.771089020e-01 +9.771089020e-01 +6.010710890e+01 +6.010710890e+01 -2.2000e+00 +2.2722e+00 -1.5478e+00 +6.3422e-02 -3.8103e+00 +1.2214e+00 -2.8308e+00 +3.9953e+00 -2.3761e+00 +2.7491e+00 +2.1909e+00 +2.4343e+00 -5.2057e-01 -2.0027e+00 +1.3612e+00 -3.8911e+00 -6.1004e-01 +3.2749e+00 +2.2733e-02 +3.0969e+00
187682 +9.548874839e-01 +9.548874839e-01 +6.008488748e+01 +6.008488748e+01 -2.2006e+00 +2.2750e+00 -1.5488e+00 +5.7558e-02 -3.8155e+00 +1.2234e+00 -2.8345e+00 +3.9964e+00 -2.3754e+00 +2.7529e+00 +2.1873e+00 +2.4339e+00 -5.1816e-01 -2.0036e+00 +1.3667e+00 -3.8941e+00 -6.0935e-01 +3.2810e+00 +2.1920e-02 +3.0902e+00
188834 +9.329141331e-01 +9.329141331e-01 +6.006291413e+01 +6.006291413e+01 -2.2021e+00 +2.2772e+00 -1.5489e+00 +5.1429e-02 -3.8178e+00 +1.2283e+00 -2.8401e+00 +3.9980e+00 -2.3765e+00 +2.7570e+00 +2.1841e+00 +2.4336e+00 -5.1511e-01 -2.0052e+00 +1.3731e+00 -3.8976e+00 -6.0736e-01 +3.2857e+00 +2.1922e-02 +3.0828e+00
190746 +9.119596401e-01 +9.119596401e-01 +6.004195964e+01 +6.004195964e+01 -2.2049e+00 +2.2791e+00 -1.5509e+00 +3.7089e-02 -3.8223e+00 +1.2371e+00 -2.8564e+00 +4.0025e+00 -2.3823e+00 +2.7627e+00 +2.1789e+00 +2.4329e+00 -5.1341e-01 -2.0095e+00 +1.3944e+00 -3.9062e+00 -6.0414e-01 +3.2863e+00 +1.6338e-02 +3.0691e+00
195063 +8.911616745e-01 +8.911616745e-01 +6.002116167e+01 +6.002116167e+01 -2.2059e+00 +2.2809e+00 -1.5528e+00 +2.3237e-02 -3.8268e+00 +1.2441e+00 -2.8769e+00 +4.0074e+00 -2.3912e+00 +2.7665e+00 +2.1762e+00 +2.4319e+00 -5.1545e-01 -2.0145e+00 +1.4204e+00 -3.9091e+00 -5.9978e-01 +3.2745e+00 +8.9586e-03 +3.0517e+00
198922 +8.709130223e-01 +8.709130223e-01 +6.000091302e+01 +6.000091302e+01 -2.2047e+00 +2.2851e+00 -1.5548e+00 +2.3453e-02 -3.8318e+00 +1.2448e+00 -2.8825e+00 +4.0083e+00 -2.3987e+00 +2.7657e+00 +2.1739e+00 +2.4310e+00 -5.1871e-01 -2.0180e+00 +1.4210e+00 -3.8923e+00 -5.9426e-01 +3.2650e+00 +8.8283e-03 +3.0387e+00
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.984097753e+06 +1.984097753e+06 +1.983606223e+06 +1.983606223e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +1.398463742e+06 +1.398463742e+06 +1.397972212e+06 +1.397972212e+06 -7.1352e-01 +5.9534e-01 -2.7236e-03 +8.7235e-01 -1.1828e-01 -2.9360e-01 +7.1656e-01 -7.1103e-01 +6.2502e-01 -1.0128e-01 -5.3648e-01 -3.0892e-01 -1.2949e-01 -8.5372e-01 +2.0415e+00 -1.5318e+00 -6.0720e-01 +4.0595e-01 +1.9070e-01 -2.3620e-01
31 +1.361609184e+06 +1.361609184e+06 +1.361117654e+06 +1.361117654e+06 -1.2530e+00 +1.9804e+00 +2.6848e+00 +2.2992e+00 -1.4671e+00 -6.4705e-01 +3.3444e+00 -1.5771e+00 +1.6258e+00 -4.0874e-03 -1.3682e+00 -1.7606e-01 -5.0402e-01 -1.8824e+00 +1.6685e+00 -1.1389e+00 -1.2085e+00 +1.8053e+00 +2.2429e+00 -9.3936e-02
