% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
33 +2.308051733e+02 +2.308051733e+02 +1.933551733e+02 +1.933551733e+02 +1.2790e+00 +2.6616e-01 +4.1757e+00 -1.5759e+00 +4.7655e+00 +5.8931e-01 +2.8765e+00 +2.6531e+00 +8.9819e-01 -2.7679e+00 -2.6339e+00 +5.8783e+00 -6.4010e-01 -3.2395e+00 +5.1159e-01 +2.5895e+00 -6.2099e+00 +2.6568e+00 +2.1694e+00 -5.7505e+00
42 +2.209595256e+02 +2.209595256e+02 +1.835095256e+02 +1.835095256e+02 +3.5940e-01 +1.0992e+00 +4.5686e+00 -2.2371e+00 +6.3729e+00 +7.8641e-01 +1.4958e+00 +4.7397e+00 +7.9553e-02 -3.3979e+00 -3.0519e+00 +7.9206e+00 -1.3551e+00 -4.4494e+00 -1.1294e+00 +3.6542e+00 -9.1828e+00 +4.2373e+00 +2.7197e+00 -7.0589e+00
43 +2.111246836e+02 +2.111246836e+02 +1.736746836e+02 +1.736746836e+02 +6.0690e-01 +1.4216e-01 +4.5667e+00 -1.4649e+00 +4.7557e+00 +8.3126e-01 +2.8612e+00 +2.5411e+00 +1.3386e+00 -1.9859e+00 -2.4702e+00 +7.5642e+00 -1.2894e+00 -4.6212e+00 +1.0885e+00 +3.0142e+00 -6.2147e+00 +2.0151e+00 +2.7612e+00 -5.7610e+00
50 +1.913982276e+02 +1.913982276e+02 +1.539482276e+02 +1.539482276e+02 +1.1899e+00 +6.2952e-02 +5.5017e+00 -1.8863e+00 +4.8679e+00 +8.0387e-01 +3.5322e+00 +2.1876e+00 +1.0924e+00 -1.9222e+00 -3.9140e+00 +7.0224e+00 -1.1025e+00 -5.1449e+00 -3.0133e-01 +2.5142e+00 -7.2250e+00 +3.5656e+00 +4.8908e+00 -6.5618e+00
55 +1.836120420e+02 +1.836120420e+02 +1.461620420e+02 +1.461620420e+02 +6.5400e-01 -3.8958e-01 +5.2986e+00 -3.4655e+00 +4.9613e+00 +2.0472e-01 +4.0867e+00 +1.9006e+00 +1.7416e+00 -1.4094e+00 -3.0385e+00 +4.2552e+00 -1.7108e+00 -3.8580e+00 +7.2732e-01 +4.5055e+00 -8.6164e+00 +3.5161e+00 +4.2479e+00 -4.3762e+00
59 +1.652027197e+02 +1.652027197e+02 +1.277527197e+02 +1.277527197e+02 +2.7021e+00 -1.6124e+00 +7.2022e+00 -4.0868e+00 +4.8572e+00 +1.1645e+00 +2.7983e+00 +2.4832e+00 +1.7591e+00 -2.0730e+00 -1.4473e+00 +8.3893e+00 -1.6067e+00 -6.8553e+00 -1.2465e+00 +4.2666e+00 -6.8306e+00 +4.4043e+00 +5.5430e+00 -6.4339e+00
68 +1.508902527e+02 +1.508902527e+02 +1.134402527e+02 +1.134402527e+02 +2.0114e+00 -3.0519e+00 +8.1632e+00 -6.3719e+00 +3.4050e+00 +9.1395e-01 +4.6236e+00 +1.8996e+00 +1.9561e+00 -1.4337e+00 -2.2075e+00 +8.2523e+00 -1.7041e+00 -6.6221e+00 -4.6923e-01 +4.3074e+00 -8.3046e+00 +4.8502e+00 +6.4123e+00 -6.4190e+00
72 +1.443985717e+02 +1.443985717e+02 +1.069485717e+02 +1.069485717e+02 +1.1121e+00 -4.0586e+00 +1.0552e+01 -6.2098e+00 +3.7725e+00 +3.2812e+00 +6.1632e+00 +1.5587e+00 +2.2267e+00 -1.9092e+00 -2.9349e+00 +7.2112e+00 -9.9502e-01 -4.6747e+00 +5.4302e-01 +6.5719e+00 -8.2872e+00 +5.2949e+00 +5.4886e+00 -7.5527e+00
100 +1.300043623e+02 +1.300043623e+02 +9.255436227e+01 +9.255436227e+01 -1.4620e-01 -5.0968e+00 +1.0949e+01 -8.5489e+00 +4.1323e+00 +6.4887e+00 +4.0615e+00 +1.6982e+00 +3.1393e+00 +3.9707e-01 -1.1554e+00 +5.0579e+00 -1.5017e+00 -7.3267e+00 +2.2349e+00 +8.1094e+00 -1.0593e+01 +5.0537e+00 +3.6798e+00 -7.5583e+00
103 +1.195615773e+02 +1.195615773e+02 +8.211157728e+01 +8.211157728e+01 -4.9736e-01 -6.6140e+00 +1.3952e+01 -9.1746e+00 +1.8921e+00 +7.5154e+00 +4.1030e+00 +2.6631e+00 +4.4444e+00 +7.6757e-01 +3.5439e-02 +7.3735e+00 -2.0445e+00 -7.8493e+00 +1.2202e-01 +7.3171e+00 -1.3509e+01 +5.8157e+00 +6.0731e+00 -1.0175e+01
114 +1.096414825e+02 +1.096414825e+02 +7.219148253e+01 +7.219148253e+01 +4.3348e-01 -7.4814e+00 +1.5731e+01 -9.6977e+00 +8.1814e-01 +6.9480e+00 +5.1712e+00 +2.0364e+00 +6.1666e+00 +2.0787e+00 +2.6582e-01 +8.0477e+00 -4.7682e+00 -7.4323e+00 +9.9436e-01 +7.9337e+00 -1.5250e+01 +4.7046e+00 +3.2685e+00 -9.6148e+00
116 +9.469447876e+01 +9.469447876e+01 +5.724447876e+01 +5.724447876e+01 -2.6599e+00 -7.1041e+00 +1.2823e+01 -7.4608e+00 -1.4522e+00 +6.7822e+00 +2.6773e+00 -3.0142e-01 +2.1403e+00 +8.8755e-01 -4.7960e-01 +7.4537e+00 -4.0007e+00 -7.3514e+00 +3.2842e+00 +9.9741e+00 -1.4693e+01 +5.3319e+00 +5.5545e+00 -9.6025e+00
123 +8.643175155e+01 +8.643175155e+01 +4.898175155e+01 +4.898175155e+01 -4.9866e+00 -8.3498e+00 +1.7867e+01 -8.2068e+00 -2.1861e+00 +7.4098e+00 +1.6101e-01 -2.0069e+00 +6.5772e-01 +1.3996e+00 +1.0212e+00 +8.2412e+00 -5.5322e+00 -7.2590e+00 +4.2174e+00 +8.3234e+00 -1.6521e+01 +5.4536e+00 +5.3894e+00 -1.0030e+01
124 +7.737572785e+01 +7.737572785e+01 +3.992572785e+01 +3.992572785e+01 -2.3632e+00 -7.8449e+00 +1.3574e+01 -7.8986e+00 -2.0542e+00 +7.2586e+00 +3.5465e+00 -4.6292e+00 +2.3762e+00 +2.3578e-01 -1.0462e+00 +9.4411e+00 -8.1297e+00 -8.7706e+00 +5.0300e+00 +1.2179e+01 -1.6984e+01 +8.2370e+00 +4.3855e+00 -9.2567e+00
135 +5.736704078e+01 +5.736704078e+01 +1.991704078e+01 +1.991704078e+01 -2.8581e+00 -5.8358e+00 +1.1440e+01 -9.0063e+00 -6.4448e+00 +6.6554e+00 +5.9794e+00 -5.1736e+00 +3.8018e+00 -1.7228e+00 +8.6482e-01 +9.9772e+00 -9.2644e+00 -8.2468e+00 +5.0511e+00 +1.4252e+01 -1.7323e+01 +8.9386e+00 +4.9757e+00 -1.1070e+01
147 +5.009330226e+01 +5.009330226e+01 +1.264330226e+01 +1.264330226e+01 -1.9771e+00 -6.3057e+00 +1.2928e+01 -8.8912e+00 -6.0881e+00 +9.1791e+00 +3.9119e+00 -5.6329e+00 +4.9662e+00 -1.1203e+00 +3.7755e+00 +9.6058e+00 -9.0975e+00 -8.0885e+00 +3.9583e+00 +1.8118e+01 -2.0661e+01 +1.1058e+01 +7.9431e+00 -8.8654e+00
153 +4.513815925e+01 +4.513815925e+01 +7.688159251e+00 +7.688159251e+00 -9.4183e-01 -5.3498e+00 +1.3666e+01 -8.1564e+00 -7.0031e+00 +8.8210e+00 +4.2542e+00 -5.7732e+00 +7.9807e+00 -2.2409e-01 +4.5204e+00 +1.1924e+01 -1.0919e+01 -8.4167e+00 +5.4864e+00 +1.8997e+01 -2.1392e+01 +1.3021e+01 +9.0176e+00 -4.1190e+00
162 +4.433184226e+01 +4.433184226e+01 +6.881842256e+00 +6.881842256e+00 +1.5358e+00 -7.0574e+00 +1.5146e+01 -5.5855e+00 -5.5629e+00 +9.5773e+00 +5.3112e+00 -6.6373e+00 +8.0991e+00 +1.1316e+00 +2.0449e+00 +9.2089e+00 -9.9278e+00 -9.3962e+00 +3.9343e+00 +1.9822e+01 -1.8249e+01 +1.3912e+01 +9.2745e+00 -5.7611e+00
165 +4.157593619e+01 +4.157593619e+01 +4.125936187e+00 +4.125936187e+00 +1.1273e+00 -4.5594e+00 +1.6886e+01 -7.0341e+00 -9.5653e+00 +1.0087e+01 +2.5604e+00 -4.3796e+00 +1.0717e+01 +3.8074e+00 +8.4045e+00 +1.1445e+01 -1.3946e+01 -1.0707e+01 +6.8685e+00 +2.2737e+01 -2.5614e+01 +1.6629e+01 +1.0618e+01 -3.3134e+00
173 +2.602255506e+01 +2.602255506e+01 -1.142744494e+01 -1.142744494e+01 +7.9070e-01 -1.8217e+00 +1.9067e+01 -1.0213e+01 -3.2189e+00 +8.7254e+00 +1.2687e+00 -6.2584e+00 +1.0302e+01 +3.8241e+00 +7.9555e+00 +1.2574e+01 -1.4707e+01 -9.3836e+00 +6.5045e+00 +1.6073e+01 -2.4643e+01 +1.4122e+01 +1.0421e+01 -5.4873e+00
186 +2.535597106e+01 +2.535597106e+01 -1.209402894e+01 -1.209402894e+01 -4.6401e+00 -1.8005e+00 +2.0649e+01 -7.3126e+00 -4.9054e-02 +7.6110e+00 +6.4438e+00 -5.4877e+00 +1.0729e+01 +5.5277e+00 +1.1704e+01 +9.8268e+00 -1.4177e+01 -9.3403e+00 +5.0603e+00 +1.7942e+01 -2.1856e+01 +1.4925e+01 +9.2005e+00 -5.9374e+00
187 +1.885795772e+01 +1.885795772e+01 -1.859204228e+01 -1.859204228e+01 -5.7279e-01 -5.1152e-01 +1.9513e+01 -1.0746e+01 -4.0891e+00 +9.2402e+00 +2.3011e+00 -8.8610e+00 +7.6196e+00 +5.4135e+00 +7.4882e+00 +1.2571e+01 -1.8096e+01 -1.1304e+01 +7.1168e+00 +1.3929e+01 -2.5419e+01 +1.1715e+01 +9.3190e+00 -8.5625e+00
191 +9.616710655e+00 +9.616710655e+00 -2.783328934e+01 -2.783328934e+01 +3.1105e+00 +1.2577e+00 +2.1417e+01 -1.3280e+01 -4.9957e+00 +1.1118e+01 +3.3105e+00 -5.8124e+00 +1.0937e+01 +6.0371e+00 +8.2884e+00 +1.1037e+01 -1.6277e+01 -9.5209e+00 +7.7708e+00 +1.4943e+01 -2.2902e+01 +1.8117e+01 +1.0492e+01 -6.5868e+00
196 +5.509320766e+00 +5.509320766e+00 -3.194067923e+01 -3.194067923e+01 +2.2254e+00 +3.2399e+00 +2.4123e+01 -1.6629e+01 -6.8456e+00 +1.1109e+01 +4.6386e+00 -9.1362e+00 +1.1449e+01 +5.8752e+00 +1.0523e+01 +1.3512e+01 -1.8090e+01 -1.0811e+01 +5.8985e+00 +1.0070e+01 -2.6030e+01 +1.6892e+01 +9.1935e+00 -8.3119e+00
212 +4.289657489e+00 +4.289657489e+00 -3.316034251e+01 -3.316034251e+01 +5.9133e+00 +1.1999e+00 +2.3321e+01 -2.0965e+01 -1.2751e+01 +1.2648e+01 +6.8302e+00 -7.4214e+00 +9.6370e+00 +1.0697e+01 +9.2993e+00 +1.9967e+01 -1.5127e+01 -1.3107e+01 +5.7066e+00 +7.4428e+00 -3.4576e+01 +9.4208e+00 +6.2664e+00 -9.3680e+00
215 +2.658461094e+00 +2.658461094e+00 -3.479153891e+01 -3.479153891e+01 +2.3415e+00 +5.6995e+00 +2.3564e+01 -2.1697e+01 -1.4173e+01 +1.4115e+01 +7.7664e+00 -1.3068e+01 +1.2612e+01 +1.3894e+01 +1.2323e+01 +1.6545e+01 -2.0680e+01 -1.7365e+01 +1.0249e+01 +5.9024e+00 -3.3620e+01 +1.6355e+01 +8.4182e+00 -8.0907e+00
225 +2.279889197e+00 +2.279889197e+00 -3.517011080e+01 -3.517011080e+01 +2.7201e+00 +6.6591e+00 +2.0770e+01 -2.0114e+01 -1.2980e+01 +1.3816e+01 +9.2314e+00 -1.2758e+01 +1.1499e+01 +1.0910e+01 +1.6952e+01 +1.7592e+01 -2.4548e+01 -1.6653e+01 +1.1155e+01 +7.9305e+00 -3.5046e+01 +1.7230e+01 +6.6488e+00 -6.0200e+00
235 +0.000000000e+00 +0.000000000e+00 -3.745000000e+01 -3.745000000e+01 +5.5681e+00 +6.5561e+00 +1.9104e+01 -2.0856e+01 -1.5186e+01 +1.2981e+01 +7.5707e+00 -1.1565e+01 +1.4137e+01 +1.4358e+01 +1.4382e+01 +1.4312e+01 -2.1984e+01 -1.9226e+01 +8.7736e+00 +1.2948e+01 -3.3734e+01 +2.1560e+01 +7.5665e+00 -7.4625e+00
% function evaluation | noise-free fitness - Fopt (2.134000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +4.206161284e+02 +4.206161284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.730315975e+02 +3.730315975e+02 +3.943715975e+02 +3.943715975e+02 +1.6260e+00 +9.6808e-01 +9.5767e-01 -1.5515e+00 +9.1048e-01 -2.5360e-01 +1.3997e+00 -1.0202e+00 -6.4074e-01 -1.7663e+00 -1.1577e-01 -1.0600e+00 +1.5579e+00 -1.6186e-01 -1.6710e+00 +4.5757e-01 -1.3463e+00 -1.7401e-01 -4.1926e-01 +7.9242e-01
8 +3.713326910e+02 +3.713326910e+02 +3.926726910e+02 +3.926726910e+02 +5.6300e-01 +6.2272e-01 -1.4559e-01 -1.5285e+00 +6.2582e-02 +1.4320e+00 +9.6154e-01 +1.4017e-01 -6.4350e-01 +5.9822e-01 +1.0535e+00 +3.9571e-01 +1.1782e+00 -1.1252e+00 -6.8464e-02 +9.2749e-01 +5.8416e-01 +1.4292e-01 +9.8729e-01 -7.4973e-01
9 +3.518212574e+02 +3.518212574e+02 +3.731612574e+02 +3.731612574e+02 +6.0690e-01 +1.7137e-01 +1.5081e+00 -1.6205e+00 -2.1782e-01 -7.9829e-01 -7.8919e-01 +1.7034e+00 +2.2109e-01 -4.7676e-01 -4.0896e-01 +1.0194e+00 -1.7373e+00 +1.5693e+00 -1.4963e+00 -3.2845e-01 +2.8471e-01 +2.5012e+00 +1.1028e+00 -1.3078e+00
12 +3.439057862e+02 +3.439057862e+02 +3.652457862e+02 +3.652457862e+02 -2.2780e-01 -1.6800e-01 +1.3898e+00 -3.5189e+00 -4.3344e-01 -1.3759e+00 -5.5520e-01 +3.7186e+00 -1.8538e+00 -3.3873e-01 -2.1632e+00 -1.0999e-01 -2.9527e+00 +4.2779e-01 -2.5847e+00 -4.6382e-03 -2.6757e-01 +2.5887e+00 +1.1884e+00 -7.5338e-01
16 +3.373731748e+02 +3.373731748e+02 +3.587131748e+02 +3.587131748e+02 +1.7075e+00 -3.5895e-01 +2.4601e+00 -2.9351e+00 -1.2809e+00 -5.8902e-01 +3.7260e-01 +1.6909e+00 +5.2907e-01 -1.2176e-01 -1.1457e+00 +7.3071e-01 -1.8199e+00 +1.1712e-01 -7.9475e-01 +6.5554e-01 -6.3290e-01 +2.6307e+00 +1.5308e+00 -1.8839e+00
23 +3.099008926e+02 +3.099008926e+02 +3.312408926e+02 +3.312408926e+02 +6.1133e-01 -1.2798e+00 +3.9569e+00 -2.2700e+00 -1.2994e+00 -1.9030e+00 +1.4192e+00 +6.2376e-01 +6.7347e-01 -4.4936e-01 -7.5426e-01 -1.5236e+00 -2.0805e+00 -9.1797e-01 -1.9227e+00 -3.8778e-01 -1.9517e+00 +3.6544e+00 +1.9102e+00 -2.3377e+00
32 +3.005083450e+02 +3.005083450e+02 +3.218483450e+02 +3.218483450e+02 +2.0646e+00 -1.3655e+00 +3.6919e+00 -1.7416e+00 -1.9860e+00 -2.0180e+00 +2.5612e+00 +1.9914e-01 -1.2281e-01 -6.7162e-01 -3.3587e-01 -2.8481e+00 -1.7147e+00 -1.6306e+00 -1.6332e+00 +1.4212e+00 -1.5681e+00 +3.6020e+00 +2.5125e+00 -1.4010e+00
39 +2.748696790e+02 +2.748696790e+02 +2.962096790e+02 +2.962096790e+02 +8.0158e-01 -1.4329e+00 +4.0321e+00 -1.0951e+00 -1.1104e+00 -2.6943e+00 +1.0030e+00 -4.0073e-01 +1.6269e+00 -1.1710e+00 -1.5134e+00 -2.7739e+00 -1.8522e+00 +1.4128e-01 -2.0982e+00 -1.3306e-01 -3.8684e+00 +4.8117e+00 +1.8252e+00 -3.3275e+00
43 +2.543498654e+02 +2.543498654e+02 +2.756898654e+02 +2.756898654e+02 -8.3525e-02 -4.4571e-01 +3.3868e+00 -1.5581e+00 -1.4444e+00 -3.5662e+00 -4.5071e-02 +8.1972e-03 +1.3526e+00 -1.5387e+00 -9.3083e-01 -3.4779e+00 -2.6266e+00 +1.4789e+00 -1.5822e+00 +1.8607e-01 -3.6458e+00 +6.0839e+00 +2.4603e+00 -3.9920e+00
46 +2.483148591e+02 +2.483148591e+02 +2.696548591e+02 +2.696548591e+02 +1.5354e+00 -1.5293e+00 +4.8623e+00 -9.5397e-01 -1.0833e+00 -3.9151e+00 +6.4196e-01 +1.3136e-02 +1.8789e+00 -1.5545e-01 -2.5819e+00 -3.8426e+00 -2.1829e+00 +2.5856e-02 -3.7483e+00 +3.9688e-01 -4.2592e+00 +6.1077e+00 +2.6204e+00 -4.3573e+00
59 +2.449576135e+02 +2.449576135e+02 +2.662976135e+02 +2.662976135e+02 +9.7618e-01 +7.1951e-01 +5.2315e+00 -2.5937e+00 -1.2529e+00 -3.8995e+00 +1.0917e-01 +3.1668e-01 +3.0340e+00 +3.0668e-01 -4.7832e+00 -5.0150e+00 -2.4943e+00 +4.3433e-01 -3.5341e+00 +2.0217e+00 -5.2361e+00 +7.3104e+00 +1.3838e+00 -4.5140e+00
61 +2.272633315e+02 +2.272633315e+02 +2.486033315e+02 +2.486033315e+02 +1.7627e+00 -3.1742e+00 +4.1871e+00 -2.3479e+00 -1.3558e+00 -3.3117e+00 +1.7889e+00 +1.6143e+00 +4.9314e-01 -8.8747e-01 -1.9544e+00 -4.7548e+00 -1.2281e+00 -1.7427e-01 -3.1856e+00 +1.3987e+00 -3.4727e+00 +5.1891e+00 +2.9661e+00 -4.2685e+00
62 +1.942154603e+02 +1.942154603e+02 +2.155554603e+02 +2.155554603e+02 +1.1436e+00 -4.4656e+00 +4.8985e+00 -3.1394e+00 -9.6728e-01 -3.1370e+00 +2.2079e+00 +6.2197e-01 +1.0638e+00 -4.2461e-01 -1.4468e+00 -5.4317e+00 -1.1564e+00 +3.2749e-01 -4.9841e+00 +2.4938e+00 -4.0651e+00 +6.4309e+00 +3.3193e+00 -5.0603e+00
72 +1.854127290e+02 +1.854127290e+02 +2.067527290e+02 +2.067527290e+02 +1.5606e+00 -6.2783e+00 +6.0479e+00 -3.0538e+00 -1.5159e+00 -4.5526e+00 +1.5062e+00 +1.9497e+00 +9.9443e-01 +1.7169e+00 -1.9092e+00 -5.9691e+00 -4.5880e-01 -4.6346e-01 -4.9805e+00 +2.8449e+00 -4.9322e+00 +6.4788e+00 +4.6429e+00 -5.0314e+00
80 +1.734714836e+02 +1.734714836e+02 +1.948114836e+02 +1.948114836e+02 +1.3557e+00 -5.7440e+00 +6.2892e+00 -4.9372e+00 -1.5774e+00 -3.4265e+00 +3.9956e+00 -7.9926e-01 +2.2328e+00 +7.3124e-01 -1.5568e+00 -7.3459e+00 -1.0032e+00 +2.1657e+00 -3.6447e+00 +3.4179e+00 -4.4857e+00 +8.7812e+00 +5.3226e+00 -6.2815e+00
81 +1.600775682e+02 +1.600775682e+02 +1.814175682e+02 +1.814175682e+02 +2.6250e+00 -7.2648e+00 +6.7586e+00 -3.4634e+00 -1.9141e+00 -3.9077e+00 +3.3928e+00 +3.1895e+00 -1.8452e-01 -2.7939e+00 -2.6150e+00 -7.3486e+00 -1.0733e+00 +4.8291e-01 -7.4672e+00 +3.8990e+00 -4.5184e+00 +8.1336e+00 +4.4700e+00 -5.1887e+00
82 +1.567594899e+02 +1.567594899e+02 +1.780994899e+02 +1.780994899e+02 +2.6712e+00 -6.3453e+00 +7.7739e+00 -1.7343e+00 -2.8041e+00 -4.2314e+00 +3.3268e+00 +3.9072e+00 -1.2311e+00 -2.1012e+00 -3.2443e+00 -6.3064e+00 -1.5342e+00 +1.0891e+00 -9.3003e+00 +4.6004e+00 -4.1760e+00 +7.3786e+00 +5.6634e+00 -4.6248e+00
87 +1.504503618e+02 +1.504503618e+02 +1.717903618e+02 +1.717903618e+02 +2.3274e+00 -7.1970e+00 +5.5734e+00 -3.7391e+00 -1.9339e+00 -3.8047e+00 +3.0470e+00 +3.1054e+00 -1.0557e+00 -2.8267e+00 -1.7316e+00 -7.1685e+00 +9.9929e-01 +7.6696e-01 -5.6588e+00 +3.5374e+00 -4.2991e+00 +6.1617e+00 +5.2367e+00 -4.2995e+00
89 +1.473907235e+02 +1.473907235e+02 +1.687307235e+02 +1.687307235e+02 +2.5908e+00 -6.7143e+00 +6.0102e+00 -3.1245e+00 -1.2584e+00 -4.0600e+00 +2.8173e+00 +3.3154e+00 -8.3364e-01 -3.8760e+00 -2.8610e+00 -1.0701e+01 -1.2231e+00 +1.0254e+00 -7.8809e+00 +4.6890e+00 -4.4792e+00 +7.8783e+00 +6.4433e+00 -4.9385e+00
102 +1.300549084e+02 +1.300549084e+02 +1.513949084e+02 +1.513949084e+02 +5.7601e+00 -8.8449e+00 +5.1608e+00 -3.9721e+00 -1.4609e+00 -6.0859e+00 +3.3566e+00 +8.3870e+00 -3.2699e+00 -4.7852e+00 -2.2162e+00 -1.3187e+01 -4.5813e-01 +3.2577e+00 -1.2934e+01 +6.9258e+00 -3.3479e+00 +1.2367e+01 +8.7726e+00 -7.5831e+00
106 +1.271277579e+02 +1.271277579e+02 +1.484677579e+02 +1.484677579e+02 +6.1325e+00 -8.7464e+00 +6.1345e+00 -5.9822e+00 -4.3237e+00 -4.4418e+00 +2.7027e+00 +8.2815e+00 -1.9786e+00 -5.8254e+00 -7.8102e-01 -1.1564e+01 -5.7180e-01 +1.7838e+00 -1.0944e+01 +5.1667e+00 -3.4851e+00 +9.9848e+00 +7.1347e+00 -6.9750e+00
112 +1.201414777e+02 +1.201414777e+02 +1.414814777e+02 +1.414814777e+02 +5.4052e+00 -9.6295e+00 +5.0513e+00 -5.8462e+00 -3.8078e+00 -5.4279e+00 +1.9576e+00 +7.8943e+00 -2.5369e+00 -6.2171e+00 -9.1744e-01 -1.1068e+01 -6.0148e-01 +3.4195e+00 -1.0484e+01 +4.8579e+00 -3.9923e+00 +9.0048e+00 +6.8280e+00 -6.8813e+00
117 +1.173931753e+02 +1.173931753e+02 +1.387331753e+02 +1.387331753e+02 +6.6824e+00 -6.8185e+00 +5.7791e+00 -5.9852e+00 -4.5597e+00 -4.3398e+00 +2.5118e+00 +8.0511e+00 -3.1955e+00 -5.9467e+00 +9.1032e-01 -1.0007e+01 -5.3412e-01 +2.1783e+00 -9.8933e+00 +4.8991e+00 -3.1392e+00 +9.4444e+00 +7.6254e+00 -6.2183e+00
120 +1.146196245e+02 +1.146196245e+02 +1.359596245e+02 +1.359596245e+02 +6.8420e+00 -8.0149e+00 +6.3694e+00 -4.8141e+00 -4.3421e+00 -2.8949e+00 +3.1246e+00 +7.4325e+00 -1.0627e+00 -4.7957e+00 -1.4424e+00 -1.0720e+01 +2.7216e-01 +2.9058e+00 -1.0859e+01 +5.1890e+00 -4.2230e+00 +1.0703e+01 +7.4141e+00 -6.8619e+00
127 +1.020837324e+02 +1.020837324e+02 +1.234237324e+02 +1.234237324e+02 +7.3999e+00 -9.3986e+00 +6.6985e+00 -6.5016e+00 -4.4263e+00 -2.8598e+00 +4.7324e+00 +1.0128e+01 -1.4165e+00 -5.7831e+00 -1.0071e+00 -1.3650e+01 -8.3683e-01 +4.3963e+00 -1.2978e+01 +6.8553e+00 -5.1832e+00 +1.2224e+01 +8.8060e+00 -7.5973e+00
134 +9.660781925e+01 +9.660781925e+01 +1.179478193e+02 +1.179478193e+02 +4.7154e+00 -7.8232e+00 +5.6288e+00 -5.9760e+00 -3.4406e+00 -1.5770e+00 +3.6291e+00 +7.3925e+00 -1.2630e+00 -5.5460e+00 -5.4501e-01 -9.3287e+00 +8.9355e-01 +4.1821e+00 -9.9190e+00 +5.6221e+00 -4.2843e+00 +1.1210e+01 +7.0593e+00 -6.0320e+00
139 +9.498406160e+01 +9.498406160e+01 +1.163240616e+02 +1.163240616e+02 +5.7414e+00 -8.0054e+00 +5.9054e+00 -5.7952e+00 -4.0741e+00 -2.1658e+00 +5.1492e+00 +9.0067e+00 -2.4684e+00 -5.3925e+00 -7.5193e-01 -1.3194e+01 -5.8914e-01 +3.9666e+00 -1.1572e+01 +6.0286e+00 -5.5039e+00 +9.7244e+00 +9.0662e+00 -6.6330e+00
146 +9.174704510e+01 +9.174704510e+01 +1.130870451e+02 +1.130870451e+02 +7.2755e+00 -1.0741e+01 +6.3886e+00 -8.6401e+00 -5.1063e+00 -3.3087e+00 +4.5886e+00 +1.1026e+01 -2.8036e+00 -6.7927e+00 -7.9968e-01 -1.6673e+01 +6.5431e-01 +5.9545e+00 -1.4339e+01 +9.3125e+00 -4.7499e+00 +1.3812e+01 +1.0648e+01 -6.9579e+00
150 +8.801814408e+01 +8.801814408e+01 +1.093581441e+02 +1.093581441e+02 +9.5116e+00 -1.1468e+01 +8.0743e+00 -1.0463e+01 -8.1368e+00 -5.2206e+00 +4.5209e+00 +1.5004e+01 -3.1274e+00 -7.9732e+00 +3.3687e-03 -2.0868e+01 +1.8548e+00 +6.3918e+00 -1.4583e+01 +8.1217e+00 -5.7469e+00 +1.5073e+01 +1.2859e+01 -7.4583e+00
153 +8.597408636e+01 +8.597408636e+01 +1.073140864e+02 +1.073140864e+02 +8.5948e+00 -1.0833e+01 +7.2548e+00 -9.2398e+00 -7.3534e+00 -4.2777e+00 +3.8004e+00 +1.3883e+01 -2.3794e+00 -7.6751e+00 +1.2001e+00 -2.0852e+01 +1.4166e+00 +5.3602e+00 -1.4033e+01 +5.5862e+00 -5.8920e+00 +1.4003e+01 +1.3822e+01 -8.0637e+00
155 +8.127109155e+01 +8.127109155e+01 +1.026110916e+02 +1.026110916e+02 +8.9155e+00 -1.1098e+01 +9.0398e+00 -1.0937e+01 -7.5310e+00 -3.8982e+00 +6.3743e+00 +1.5739e+01 -4.5396e+00 -8.9033e+00 +8.2194e-01 -2.1124e+01 +1.2952e+00 +5.9881e+00 -1.5882e+01 +8.2284e+00 -4.7468e+00 +1.6177e+01 +1.2404e+01 -6.9837e+00
164 +7.349713389e+01 +7.349713389e+01 +9.483713389e+01 +9.483713389e+01 +9.8492e+00 -1.1621e+01 +7.7197e+00 -1.0165e+01 -8.6136e+00 -2.2248e+00 +7.1882e+00 +1.7389e+01 -4.8827e+00 -9.6856e+00 +1.0760e+00 -2.1818e+01 +1.9288e+00 +7.6995e+00 -1.6309e+01 +7.2481e+00 -6.0824e+00 +1.7516e+01 +1.2708e+01 -8.6092e+00
167 +6.945071469e+01 +6.945071469e+01 +9.079071469e+01 +9.079071469e+01 +8.9088e+00 -1.1587e+01 +9.2101e+00 -1.1730e+01 -8.3673e+00 -2.0383e+00 +6.8771e+00 +1.8536e+01 -5.3756e+00 -8.9589e+00 +1.9741e+00 -2.4244e+01 +1.7882e+00 +7.0502e+00 -1.7394e+01 +9.8388e+00 -5.0617e+00 +1.7110e+01 +1.4374e+01 -7.3147e+00
